CS105,What class are you filling out this survey for? Select all that apply.,What is your current class standing?,Are you a transfer student?,"What is your major/minor? (If your major is not listed, please write it in ""Other.."")",What was the reason (or reasons) you chose CS (CSBA) or DS as your major or minor?,"Have you ever thought about changing your major? If so, what were the reasons? Choose all that apply.",What is your current cumulative GPA?,What is your age?,What is your height (in inches)?,What is your ethnicity?,What gender do you identify as?,Select ALL that you identify with:,How many languages can you speak (not programming languages),What is your preferred domain of interest in Computer Science?,What is your second most preferred domain of interest in Computer Science?,How much free time would you say you have a day on average?,How many hours of strenuous exercise do you do per week on average?,How many times do you go to the gym per week on average?,Rate your overall mental health.,Rate the change in your physical activity levels during the pandemic. ,Which health and safety practices have you adopted during the pandemic? ,How long does it take for you to fall asleep?,"After your last meal/snack of the day, how many hours do you stay awake before you sleep? ",How many hours of sleep do you need to feel rested? ,How many hours of sleep do you get on average during college?,How many meals do you typically eat per day? ,"On average, how much water do you drink per day?",How often do you eat breakfast?,"On average, how would you describe your energy levels throughout the day? ",How tired do you usually feel when waking up?,How often do you consume caffeinated beverages?,What types of caffeinated drink do you consume? Choose all that apply. ,"What is your daily caffeinated drink intake?
(For reference, a ""small"" Red Bull is 8.4oz and ""medium"" Starbucks Grande is 16oz)","Do you currently live in a house, apartment, or dorm?",How many people live in your household?,Who do you live with during the quarter?,Who do you live with during breaks?,How have your social interactions changed during the Covid-19 pandemic?,What forms of new social engagement did you have during the Covid-19 pandemic?,How many hours a week do you spend cooking/prepping meals for yourself?,How many times a week do you eat out?,How much do you spend on eating out per week on average?,"Of these options, which do you spend the most on financially?","On a scale of 1-5, 1 being bad and 5 being great, how well do you consider yourself at cooking?",What food allergies do you have? Choose all that apply: ,"Out of these options, what best motivates you to donate blood (or if it is not included in this list, explain in ""Other"")?","Out of these options, what hinders you the most from donating blood (or if it is not included in this list, explain in ""Other"")?",How do you get to school?,How far is your commute to UCR (in miles)?,How long does your daily commute to UCR usually take (in minutes)?,How many days per week do you commute to UCR?,How many AP classes did you take in high school? ,How many units are you registered for this quarter? ,How many times per week are you late to lectures? ,How often do you feel unprepared for a class due to not understanding the material? ,Do you study individually or in a group? ,How many hours a week do you spend studying?,What study techniques do you use? Choose all that apply.,How often do you feel stressed about completing an assignment?,"How much do you agree with this statement: ""My grades would be better if I could study more instead of having to work?""","On a scale of 1-5, how well do you learn in class?",What would you consider the average length of time you can stay focused in class? ,How often do you go on your phone or talk to your friends during class? ,"How often do you find it difficult to focus in class due to external distractions (e.g., noise, temperature, seating)?",Do you agree that attending office hours has or would have helped your grade? ,How many times have you attended office hours for your hardest class so far this quarter? ,Do you believe that you suffer from imposter syndrome?,How many times have you applied for a job/internship before you got a response back? ,Around what time of the year do you apply to jobs/internships the most?,Which AI tool do you primarily use?,How frequently do you use ChatGPT or other AI language models?,What types of tasks do you normally use ChatGPT or another AI language model to complete?,"On a scale of 1-10, how afraid are you about A.I could reduce your job opportunities? (1 being not afraid at all and 10 being extremely afraid)",What was your main hobby during high school? ,What hobbies/activities outside of general education did you enjoy before you entered college? Choose all that apply.,What hobbies/activities outside of general education do you enjoy now during college? Choose all that apply.,Approximately how many hours a week on average do you spend on these hobbies/this hobby now during college?,How many campus clubs/organizations are you involved in? ,"How many hours a week do you spend on all extracurriculars (work, clubs, research, sports, etc.)? ",Which Computer Science-related extracurricular activities have you participated in? (Select all that apply),"What are your favorite music genres? List them from most favorite to least favorite (e.g. rock, pop, country... put at least 3 genres, but there's no limit).","What does music make you feel like? Your response should be limited to 5 single words separated by commas (e.g. awesome, relaxed, happy, calm, fun).","How much do you go out of your way to find new music? [1 to 5; 1 is ""I am comfortable with my music as is""; 3 is ""I have a 50-50 mix of listening to familiar music and new music""; 5 is ""I mostly listen to new music""]"
11/1/2024 21:29:09,CS10C,Junior,Yes,CS major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential",I found the coursework too challenging or overwhelming.,Prefer not to say,20 - 22,71,Hispanic or Latino,Male,"First Generation Student, In-State Student",2 - 3,Not sure,Not sure,<= 3 hours,More than 5+ hours,5 - 6 times,3,3,"None, ",30 - 45 minutes,1 - 3 hours,7 - 8 hours,5 - 6 hours,3,2 - 3 liters (about 68-102 oz),Occasionally (1 - 3 times a week),3,2,Multiple times per week,"Coffee, Energy drink",12-24 oz (1 - 2 cups),House,8,Friends,Family,No change,Outdoor activities,5 - 6 hours,5 - 6 times,$25 - $30,Groceries/Food,4,No food allergies,"N/A, I don't donate blood",Fear of needles,Scooter,3,10,0 days (I do not commute to school),0 - 2,13,2 - 3 lectures,Often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes, Group studying",Very stressed,Disagree,2,0 - 20 mins,Rarely,Rarely,Neutral,Occasionally,Moderately,0,"N/A, I haven't applied to any jobs/internships",None; I don’t use any AI tools,Rarely/Never,"Help with Studying, Personal Use",6,Reading Books,"Gaming, Reading",gym,10,1,11 - 15 hours,None - I have not participated in such activities,pop,good,3
11/1/2024 22:03:43,CS10C,Junior,Yes,CSBA major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications","I realized I’m more passionate about another field., I found the coursework too challenging or overwhelming.",Prefer not to say,24 - 26,71,White,Male,"Second Generation Student, In-State Student",2 - 3,Web Development,Game Development,4 - 6 hours,More than 5+ hours,5 - 6 times,4,5,"Wearing masks, Hand washing, Social distancing",30 - 45 minutes,3 - 5 hours,6 - 7 hours,6 - 7 hours,2,2 - 3 liters (about 68-102 oz),Occasionally (1 - 3 times a week),4,4,Multiple times per week,"Tea, Energy drink",12-24 oz (1 - 2 cups),Dorm,2,Neither,Neither,No change,"Social media, Outdoor activities",1 - 2 hours,3 - 4 times,$35 - $40,Entertainment,5,No food allergies,Incentives,Nothing,Scooter,0.5,10,0 days (I do not commute to school),0 - 2,13,2 - 3 lectures,Often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Very stressed,Strongly agree,2,20 - 40 mins,Rarely,Always,Neutral,Weekly to biweekly,Not At All,7 or more,Winter,None; I don’t use any AI tools,Rarely/Never,Personal Use,10,Web development/App Design,"Gaming, Cooking",Gaming,8,1,6 - 10 hours,Game Development Clubs/Competitions,"rock, metal, rap","relaxed, happy, calm, motivated",3
11/2/2024 10:22:37,CS10C,Sophomore,No,CS major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators","I realized I’m more passionate about another field., The current major isn’t meeting my career goals., I wanted a major that aligns better with my personal values or lifestyle.",3.00 - 3.33,18 - 20,6ft,Asian,Male,First Generation Student,2 - 3,Algorithms,Cybersecurity,<= 3 hours,4 - 5 hours,3 - 4 times,3,1,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,6 - 7 hours,5 - 6 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),3,3,Multiple times per week,Coffee,Less than 12 oz (about 1 cup),House,5,Family,Family,Decreased significantly,None,1 - 2 hours,5 - 6 times,More than $40,"Transportation (gas, car maintenance, public transit)",3,No food allergies,"N/A, I don't donate blood",Nothing,Car,12 miles,22-30 minutes,3 - 4 days,3 - 5,12,0 - 1 lectures,Very often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes, Pomodoro, Mind mapping, Mnemonics, Group studying",Very stressed,Strongly agree,3,20 - 40 mins,Often,Sometimes,Neutral,Occasionally,Moderately,1 - 3,Summer,ChatGPT,Everyday,"Assignments, Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.), Research-related cases, Summarizing an assignment (break down concepts, outline problems, etc.)",8,Playing musical instruments,"Reading, Cooking, Playing/Doing some kind of sport or martial art","Gaming, Playing/Doing some kind of sport or martial art, Creative Arts (painting, drawing, crafting, photography, writing), Tech and DIY (coding, woodworking, home improvement, electronics)",2-4 hours ,1,0 - 5 hours,None - I have not participated in such activities,Metal,awsome,3
11/2/2024 12:19:39,CS10C,Junior,No,CEN or EE major,"N/A, I am neither a CS or DS major/minor","N/A, I have never thought about changing my major.",3.34 - 3.66,20 - 22,71,Asian,Male,"Second Generation Student, Out-of-State Student",1,"Machine Learning, Data Mining, NLP, AI",Cybersecurity,<= 3 hours,2 - 3 hours,1 - 2 times,4,4,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,1 - 3 hours,7 - 8 hours,6 - 7 hours,3,2 - 3 liters (about 68-102 oz),Every day,4,2,I don't consume them at all,None,0 oz,House,3,Family,Family,Decreased slightly,Virtual meetups,1 - 2 hours,3 - 4 times,More than $40,"Transportation (gas, car maintenance, public transit)",3,"Tree nuts, Peanuts","N/A, I don't donate blood",Fear of needles,Car,40,45,3 - 4 days,6 - 8,16,0 - 1 lectures,Rarely,Individually,0 - 5 hours,"Reviewing lectures, Writing notes, Pomodoro",Somewhat stressed,Disagree,4,40 - 60 mins,Sometimes,Sometimes,Agree,Seldom,Not At All,1 - 3,Fall,ChatGPT,A couple times a week,"Help with Studying, Error-finding (spelling, debugging, etc.)",3,Videogames / PC building,"Gaming, PC Building","Gaming, Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",10,1,0 - 5 hours,Computer Science Club,"Pop, Cinematic","Relaxed, Motivated, Calm",2
11/2/2024 23:51:58,CS105,Senior,No,Biology,"Enjoyment of coding, programming, and building applications","N/A, I have never thought about changing my major.",3.34 - 3.66,20 - 22,72,Asian,Male,First Generation Student,1,Not sure,Not sure,Prefer not to say,Prefer not to say,"0, I don't go to the gym",3,3,"Wearing masks, Hand washing, Social distancing, Vaccination",60+ minutes,More than 8 hours,7 - 8 hours,5 - 6 hours,2,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),3,3,Multiple times per week,Tea,Less than 12 oz (about 1 cup),House,3,Family,Family,No change,None,"0 hours, I don't cook or prep meals",3 - 4 times,More than $40,"Transportation (gas, car maintenance, public transit)",2,No food allergies,"N/A, I don't donate blood",Nothing,Car,35,45,5 days,0 - 2,17,0 - 1 lectures,Often,Individually,11 - 15 hours,"Reviewing lectures, Writing notes",Somewhat stressed,"N/A, I don't have to work",3,40 - 60 mins,Never,Sometimes,Neutral,Never,I'm Not Sure,7 or more,Fall,None; I don’t use any AI tools,Prefer not to say,"N/A, I don't use AI LLMs",1,Sport,Sports,Sports,2,1,6 - 10 hours,Coding Competitions,Rap,Fun,3
11/3/2024 3:44:34,CS105,Senior,No,CS major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential",I realized I’m more passionate about another field.,3.34 - 3.66,20 - 22,69,Asian,Male,In-State Student,1,Software Engineering,Game Development,4 - 6 hours,More than 5+ hours,3 - 4 times,2,4,"Wearing masks, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,7 - 8 hours,7 - 8 hours,2,3 - 4 liters (about 102-135 oz),Occasionally (1 - 3 times a week),2,1,Once per week,"Tea, Coffee, Energy drink",Less than 12 oz (about 1 cup),House,8,Friends,Family,Decreased significantly,"Virtual meetups, Social media",5 - 6 hours,5 - 6 times,More than $40,Groceries/Food,3,No food allergies,Incentives,Fear of needles,Walk,1,25,3 - 4 days,6 - 8,17,0 - 1 lectures,Often,Individually,16 - 20 hours,"Reviewing lectures, Writing notes",Very stressed,Disagree,3,40 - 60 mins,Sometimes,Sometimes,Agree,Weekly to biweekly,Very Strongly,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,Once a week,"Assignments, Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.)",8,Solving logic puzzles,"Gaming, Cooking, Playing/Doing some kind of sport or martial art","Gaming, Cooking and Baking",5,2,0 - 5 hours,"Coding Competitions, Computer Science Club","pop, rap, indie","focused, hyped, cool, relaxed, happy",2
11/3/2024 17:04:53,CS10C,Senior,No,Mathematics major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators, One or more of my family members or friends work in this area","N/A, I have never thought about changing my major.",3.00 - 3.33,18 - 20,69,White,Female,In-State Student,1,Data Science,"Machine Learning, Data Mining, NLP, AI",4 - 6 hours,0 -1 hours,"0, I don't go to the gym",3,3,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,7 - 8 hours,5 - 6 hours,2,Less than 1 liter (about 34 oz),Most days (4 - 6 times a week),2,3,Once per day,"Tea, Coffee, Energy drink",25-48 oz (2 - 4 cups),House,10,Family,Family,Increased slightly,Virtual meetups,1 - 2 hours,1 - 2 times,$15 - $20,"Transportation (gas, car maintenance, public transit)",5,No food allergies,Incentives,Inconvenience of locations,Car,20,35-40,5 days,6 - 8,17,2 - 3 lectures,Rarely,Group-study,6 - 10 hours,"Reviewing lectures, Writing notes, Group studying",Somewhat stressed,Disagree,3,20 - 40 mins,Sometimes,Sometimes,Agree,Weekly to biweekly,Somewhat,4 - 6,Fall,ChatGPT,A couple times a week,"Help with Studying, Error-finding (spelling, debugging, etc.), Research-related cases, Summarizing an assignment (break down concepts, outline problems, etc.)",2,Reading Books,"Gaming, Reading, Cooking, Playing/Doing some kind of sport or martial art","Gaming, Cooking and Baking",1,1,16 - 20 hours,None - I have not participated in such activities,"pop, indie rock, alternative ","happy, calm, relaxed, light-hearted",3
11/3/2024 19:43:24,CS105,Junior,No,CS major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential","I realized I’m more passionate about another field., I wanted a major that aligns better with my personal values or lifestyle.",3.67 - 4.0,18 - 20,62,Prefer not to say,Female,"Second Generation Student, In-State Student",2 - 3,Algorithms,Software Engineering,4 - 6 hours,0 -1 hours,"0, I don't go to the gym",3,2,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,3 - 5 hours,6 - 7 hours,9 - 10 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),2,2,Once per day,Coffee,12-24 oz (1 - 2 cups),House,6,Prefer not to say,Family,Decreased significantly,"Virtual meetups, Social media",1 - 2 hours,5 - 6 times,More than $40,I am not sure.,3,No food allergies,"N/A, I don't donate blood",Fear of needles,Car,1,5,5 days,6 - 8,16,0 - 1 lectures,Rarely,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Disagree,1,0 - 20 mins,Often,Sometimes,Neutral,Never,I'm Not Sure,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,Once a week,"Assignments, Help with Studying, Error-finding (spelling, debugging, etc.)",4,Playing musical instruments,"Reading, Knitting/Sewing, engaging in some kind of handmade craft, Art (Music, Dance, Creative art)","Reading, Knitting/Sewing, engaging in some kind of handmade craft, Music and Performing Arts (playing instruments, singing, acting, dancing)",3,0,6 - 10 hours,None - I have not participated in such activities,"rock, jazz, indie ",happy,3
11/3/2024 19:51:15,CS105,Junior,No,Undeclared ,Interest in technology and problem-solving,I wanted a major that aligns better with my personal values or lifestyle.,2.50 - 2.99,20 - 22,70,Asian,Male,"Second Generation Student, In-State Student",1,Cybersecurity,Not sure,<= 3 hours,More than 5+ hours,3 - 4 times,3,3,Vaccination,15 - 30 minutes,1 - 3 hours,7 - 8 hours,6 - 7 hours,2,Less than 1 liter (about 34 oz),Occasionally (1 - 3 times a week),3,1,I don't consume them at all,None,0 oz,House,6,Friends,Family,No change,None,3 - 4 hours,3 - 4 times,$25 - $30,Groceries/Food,3,No food allergies,"N/A, I don't donate blood",Nothing,Car,5,15,5 days,0 - 2,12,2 - 3 lectures,Very often,Group-study,6 - 10 hours,"Reviewing lectures, Writing notes, Pomodoro",Very stressed,Strongly agree,1,0 - 20 mins,Often,Sometimes,Neutral,Seldom,Somewhat,1 - 3,"N/A, I haven't applied to any jobs/internships",ChatGPT,Once a week,"Assignments, Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.), Research-related cases, Summarizing an assignment (break down concepts, outline problems, etc.)",10,Sports ,"Gaming, Playing/Doing some kind of sport or martial art",Playing/Doing some kind of sport or martial art,2,1,0 - 5 hours,None - I have not participated in such activities,Rap,Happy ,1
11/3/2024 19:57:07,CS105,Junior,No,CS or DS minor,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators, Pressure from family members, One or more of my family members or friends work in this area","N/A, I have never thought about changing my major.",3.34 - 3.66,18 - 20,5’ 6”,Asian,Female,Second Generation Student,2 - 3,Data Science,Web Development,4 - 6 hours,2 - 3 hours,"0, I don't go to the gym",3,3,"Wearing masks, Hand washing, Social distancing, Vaccination",60+ minutes,1 - 3 hours,6 - 7 hours,6 - 7 hours,2,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),3,3,Multiple times per week,Coffee,12-24 oz (1 - 2 cups),Apartment,3,Friends,Family,Increased significantly,"Virtual meetups, Social media, Outdoor activities",1 - 2 hours,1 - 2 times,$15 - $20,Groceries/Food,5,No food allergies,Altruism,Nothing,Walk,0,0,0 days (I do not commute to school),More than 8,13,0 - 1 lectures,Rarely,Individually,6 - 10 hours,"Reviewing lectures, Writing notes, Group studying",Somewhat stressed,Strongly agree,3,20 - 40 mins,Sometimes,Sometimes,Agree,Seldom,Not At All,7 or more,Fall,ChatGPT,A couple times a week,"Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",5,Reading Books,"Reading, Cooking, Playing/Doing some kind of sport or martial art","Reading, Creative Arts (painting, drawing, crafting, photography, writing)",1,3+,11 - 15 hours,"Coding Competitions, Tech-related volunteer work or internships",rock hip hop rnb,calm,3
11/3/2024 20:00:34,CS105,Senior,No,Econ ,"Interest in technology and problem-solving, Fascination with data analysis and decision-making","N/A, I have never thought about changing my major.",3.67 - 4.0,22 - 24,68,Asian,Male,In-State Student,1,Data Science,Not sure,4 - 6 hours,0 -1 hours,1 - 2 times,4,5,Hand washing,15 - 30 minutes,1 - 3 hours,7 - 8 hours,7 - 8 hours,2,Less than 1 liter (about 34 oz),Occasionally (1 - 3 times a week),4,4,Once per week,Tea,Less than 12 oz (about 1 cup),Apartment,2,Friends,Family,No change,Outdoor activities,1 - 2 hours,1 - 2 times,$25 - $30,Groceries/Food,3,No food allergies,"N/A, I don't donate blood",Inconvenience of locations,Walk,0,15 minutes ,0 days (I do not commute to school),3 - 5,16,0 - 1 lectures,Rarely,Individually,0 - 5 hours,Reviewing lectures,Somewhat stressed,Agree,4,40 - 60 mins,Rarely,Sometimes,Neutral,Seldom,Not At All,0,Fall,Llama,A couple times a week,"Personal Use, Error-finding (spelling, debugging, etc.), Research-related cases",6,Gaming,Gaming,Reading,3,1,0 - 5 hours,None - I have not participated in such activities,"Rock, lofi, pop ",Calm ,1
11/3/2024 20:13:41,CS105,Senior,No,CS major,"Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, One or more of my family members or friends work in this area","N/A, I have never thought about changing my major.",3.00 - 3.33,20 - 22,71,"White, Hispanic or Latino",Male,In-State Student,1,Software Engineering,Game Development,4 - 6 hours,0 -1 hours,"0, I don't go to the gym",4,3,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,5 - 8 hours,8 - 9 hours,7 - 8 hours,2,1 - 2 liters (about 34-68 oz),Rarely (once a month or less),3,2,"Rarely, usually for tests or assignments",Tea,0 oz,Apartment,4,Neither,Family,No change,Virtual meetups,"0 hours, I don't cook or prep meals","0 times, I don't eat out","$0, I don't eat out","Housing (rent/mortgage, utilities)",3,No food allergies,"N/A, I don't donate blood",Nothing,Walk,0,0,0 days (I do not commute to school),0 - 2,17,0 - 1 lectures,Rarely,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Agree,4,40 - 60 mins,Sometimes,Rarely,Agree,Never,Not At All,1 - 3,Summer,None; I don’t use any AI tools,Rarely/Never,"N/A, I don't use AI LLMs",3,Video games,Gaming,"Gaming, Creative Arts (painting, drawing, crafting, photography, writing)",14,0,0 - 5 hours,None - I have not participated in such activities,"Alternative, electro swing, rock","Relaxed, happy, fun",3
11/3/2024 20:16:13,CS105,Senior,No,Data Science major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Strong job prospects and high earning potential, One or more of my family members or friends work in this area","N/A, I have never thought about changing my major.",3.00 - 3.33,20 - 22,74,"Asian, White",Male,"Second Generation Student, In-State Student",1,Data Science,"Machine Learning, Data Mining, NLP, AI",4 - 6 hours,2 - 3 hours,1 - 2 times,4,1,"Hand washing, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,8 - 9 hours,7 - 8 hours,2,2 - 3 liters (about 68-102 oz),Rarely (once a month or less),4,3,Once per day,Tea,12-24 oz (1 - 2 cups),Apartment,2,Friends,Family,No change,"Virtual meetups, Social media",3 - 4 hours,1 - 2 times,$15 - $20,Groceries/Food,4,No food allergies,"N/A, I don't donate blood",Inconvenience of locations,Walk,0,0,0 days (I do not commute to school),3 - 5,17,0 - 1 lectures,Rarely,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Not very stressed,"N/A, I don't have to work",3,40 - 60 mins,Sometimes,Sometimes,Disagree,Occasionally,Not At All,"N/A, I haven't applied to any jobs/internships",Fall,None; I don’t use any AI tools,Rarely/Never,"N/A, I don't use AI LLMs",6,Solving logic puzzles,"Gaming, Cooking","Gaming, Cooking and Baking, Tech and DIY (coding, woodworking, home improvement, electronics)",8,0,0 - 5 hours,Cybersecurity Competitions,"Pop, rap, r&b",Relaxed,3
11/3/2024 20:30:44,CS111,Sophomore,No,Data Science major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Strong job prospects and high earning potential","N/A, I have never thought about changing my major.",3.67 - 4.0,18 - 20,6’0,Asian,Male,In-State Student,1,Data Science,"Machine Learning, Data Mining, NLP, AI",<= 3 hours,More than 5+ hours,3 - 4 times,2,4,"Wearing masks, Hand washing, Social distancing",45 - 60 minutes,1 - 3 hours,6 - 7 hours,5 - 6 hours,3,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),1,1,Once per day,"Tea, Coffee, Energy drink",49-72 oz (4 - 6 cups),House,4,Friends,Family,Increased slightly,"Virtual meetups, Social media, Outdoor activities",1 - 2 hours,3 - 4 times,More than $40,"Housing (rent/mortgage, utilities)",3,No food allergies,"N/A, I don't donate blood",Nothing,Car,1,5,5 days,More than 8,12,0 - 1 lectures,Rarely,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Agree,4,80+ mins,Sometimes,Rarely,Neutral,Seldom,Not At All,7 or more,Fall,ChatGPT,Sometimes,"Help with Studying, Personal Use",1,Playing musical instruments,"Gaming, Reading, Playing/Doing some kind of sport or martial art","Cooking and Baking, Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",3,2,6 - 10 hours,"Coding Competitions, Cybersecurity Competitions, Computer Science Club",kpop hip hop rnb,awesome,2
